,GTO_per_unit_vol,segment,sub_segment,Product_Set,Brand,Sub_Brand,Pack_Type,Tax,province,Discount_Total,Premium,Tier 1,Tier 2,RETURNABLE
21004,410.126582278481,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE RITUEL 9?,LEFFE,LEFFE RITUEL 9?,BOTTLE,0.0,Hainaut,22.46,0,0,1,1
21005,230.23,Institutional,Institutional,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,0.0,Hainaut,79.74,0,0,1,1
21006,336.6666666666667,Institutional,Institutional,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,0.0,Hainaut,66.66,0,0,1,1
21044,413.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE GUEUZE,BELLE VUE,BELLE VUE GUEUZE,BOTTLE,16.78,Hainaut,11.67,0,0,1,1
21045,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,4.56,Hainaut,2.49,0,0,1,1
21046,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,2.48,Hainaut,8.24,0,0,1,1
21047,362.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_VIEUX TEMPS_VIEUX TEMPS REGULAR,VIEUX TEMPS,VIEUX TEMPS REGULAR,BOTTLE,46.34,Hainaut,34.8,0,0,1,1
21048,256.2742857142857,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,252.63,Hainaut,112.65,0,0,1,1
21049,303.1372549019608,Drink Led,Bar,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,8.67,Hainaut,0.0,0,0,1,0
21050,286.1603375527426,Drink Led,Bar,OW_BOTTLE_CUBANISTO_CUBANISTO RUM,CUBANISTO,CUBANISTO RUM,BOTTLE,9.0,Hainaut,0.0,0,0,1,0
21051,573.3333333333334,Drink Led,Bar,RETURNABLE_BOTTLE_BASS_BASS PALE ALE,BASS,BASS PALE ALE,BOTTLE,13.68,Hainaut,0.0,0,0,1,1
21052,302.83333333333337,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,1.52,Hainaut,0.0,0,0,1,1
21053,403.50000000000006,Drink Led,Bar,RETURNABLE_BOTTLE_HORSE ALE_HORSE ALE,HORSE ALE,HORSE ALE,BOTTLE,1.28,Hainaut,0.0,0,0,1,1
21054,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.31,Hainaut,0.0,0,0,1,1
21055,294.1666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,33.62,Hainaut,0.0,0,0,1,1
21056,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,2.65,Hainaut,0.0,0,0,1,1
21057,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.65,Hainaut,0.0,0,0,1,1
21058,290.1577287066246,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,9.34,Hainaut,0.0,0,0,1,1
21059,322.875,Drink Led,Bar,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,8.02,Hainaut,0.0,0,0,1,1
21060,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,3.28,Hainaut,0.0,0,0,1,1
21061,290.26666666666665,Drink Led,Bar,RETURNABLE_BOTTLE_VIEUX TEMPS_VIEUX TEMPS REGULAR,VIEUX TEMPS,VIEUX TEMPS REGULAR,BOTTLE,6.42,Hainaut,0.0,0,0,1,1
21062,254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,372.78,Hainaut,0.0,0,0,1,1
21063,290.1,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,25.65,Hainaut,0.0,0,0,1,1
21135,408.60465116279073,Drink Led,Bar,OW_BOTTLE_GOOSE ISLAND_GOOSE ISLAND IPA,GOOSE ISLAND,GOOSE ISLAND IPA,BOTTLE,7.16,East Flanders,0.0,1,0,1,0
21136,453.3333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,18.24,East Flanders,77.04,1,0,1,1
21137,503.9240506329115,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN GRAND CRU,HOEGAARDEN,HOEGAARDEN GRAND CRU,BOTTLE,8.91,East Flanders,27.63,1,0,1,1
21138,328.0,Drink Led,Bar,"RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSE 0,0",HOEGAARDEN,"HOEGAARDEN ROSE 0,0",BOTTLE,0.31,East Flanders,4.84,1,0,1,1
21139,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,2.56,East Flanders,9.84,1,0,1,1
21140,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,7.6,East Flanders,20.8,1,0,1,1
21141,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.55,East Flanders,25.65,1,0,1,1
21142,310.253164556962,Drink Led,Bar,RETURNABLE_BOTTLE_KRUGER_KRUGER EXPORT,KRUGER,KRUGER EXPORT,BOTTLE,5.1,East Flanders,17.1,1,0,1,1
21143,304.0506329113924,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE,LEFFE,LEFFE,BOTTLE,6.03,East Flanders,16.5,1,0,1,1
21144,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,2.65,East Flanders,7.02,1,0,1,1
21145,451.7721518987342,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RADIEUSE,LEFFE,LEFFE RADIEUSE,BOTTLE,8.91,East Flanders,24.54,1,0,1,1
21146,451.77215189873414,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RITUEL 9?,LEFFE,LEFFE RITUEL 9?,BOTTLE,3.28,East Flanders,8.1,1,0,1,1
21147,488.10126582278485,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE ROYALE CASCADE IPA,LEFFE,LEFFE ROYALE CASCADE IPA,BOTTLE,21.2,East Flanders,71.84,1,0,1,1
21148,388.10126582278485,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,6.99,East Flanders,21.24,1,0,1,1
21149,380.0,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,4.91,East Flanders,81.41,1,0,1,1
21150,451.77215189873414,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE TRIPLE,LEFFE,LEFFE TRIPLE,BOTTLE,5.94,East Flanders,16.36,1,0,1,1
21151,807.4,Drink Led,Bar,RETURNABLE_KEG_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,KEG,64.12,East Flanders,136.78,1,0,1,1
21152,368.7333333333334,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,606.06,East Flanders,1463.49,1,0,1,1
21153,386.8,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,179.5,East Flanders,456.94,1,0,1,1
21154,414.45,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,KEG,-5.61,East Flanders,-17.77,1,0,1,1
21155,267.34150943396224,Drink Led,Bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,382.58,East Flanders,657.63,1,0,1,1
21156,492.83333333333337,Drink Led,Bar,RETURNABLE_PERFECTDRAFT_LEFFE_LEFFE ROYALE,LEFFE,LEFFE ROYALE,PERFECTDRAFT,14.0,East Flanders,44.38,1,0,1,1
21178,349.6666666666667,Food Led,Restaurant,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,6.4,Hainaut,19.7,0,1,0,1
21179,302.83333333333337,Food Led,Restaurant,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,6.08,Hainaut,13.32,0,1,0,1
21180,388.70389884088513,Food Led,Restaurant,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,31.81,Hainaut,67.43,0,1,0,1
21181,389.1139240506329,Food Led,Restaurant,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,5.3,Hainaut,11.24,0,1,0,1
21182,370.49999999999994,Food Led,Restaurant,RETURNABLE_PERFECTDRAFT_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,PERFECTDRAFT,53.4,Hainaut,86.9,0,1,0,1
21183,396.6666666666667,Food Led,Restaurant,RETURNABLE_PERFECTDRAFT_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,PERFECTDRAFT,-6.04,Hainaut,-7.85,0,1,0,1
21185,370.252808988764,Drink Led,Bar,OW_BOTTLE_GINETTE_GINETTE BLONDE,GINETTE,GINETTE BLONDE,BOTTLE,12.06,Hainaut,23.4,0,1,0,0
21186,449.36708860759495,Drink Led,Bar,OW_BOTTLE_GINETTE_GINETTE TRIPEL,GINETTE,GINETTE TRIPEL,BOTTLE,9.96,Hainaut,21.24,0,1,0,0
21187,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,3.86,Hainaut,13.0,0,1,0,1
21188,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,4.56,Hainaut,10.98,0,1,0,1
21189,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.62,Hainaut,9.02,0,1,0,1
21190,389.11392405063293,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,7.95,Hainaut,18.54,0,1,0,1
21191,388.1012658227848,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,4.66,Hainaut,12.46,0,1,0,1
21192,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,13.12,Hainaut,23.51,0,1,0,1
21193,362.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_VIEUX TEMPS_VIEUX TEMPS REGULAR,VIEUX TEMPS,VIEUX TEMPS REGULAR,BOTTLE,1.28,Hainaut,4.51,0,1,0,1
21194,254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,829.79,Hainaut,1174.11,0,1,0,1
21195,403.69999999999993,Drink Led,Bar,RETURNABLE_KEG_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,KEG,12.82,Hainaut,22.3,0,1,0,1
21196,386.79999999999995,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,166.7,Hainaut,266.01,0,1,0,1
21197,413.4117647058824,Drink Led,Bar,OW_BOTTLE_GOOSE ISLAND_GOOSE ISLAND IPA,GOOSE ISLAND,GOOSE ISLAND IPA,BOTTLE,10.71,Flemish Brabant,0.0,0,1,0,0
21198,453.3333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,6.08,Flemish Brabant,15.4,0,1,0,1
21199,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,3.84,Flemish Brabant,2.95,0,1,0,1
21200,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,61.16,Flemish Brabant,99.82,0,1,0,1
21201,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,29.14,Flemish Brabant,276.82,0,1,0,1
21202,290.9939393939394,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER BLUE,JUPILER,JUPILER BLUE,BOTTLE,57.5,Flemish Brabant,130.45,0,1,0,1
21203,290.9148264984227,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,BOTTLE,10.61,Flemish Brabant,12.64,0,1,0,1
21204,389.113924050633,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,18.55,Flemish Brabant,29.47,0,1,0,1
21205,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,21.2,Flemish Brabant,33.68,0,1,0,1
21206,221.3924050632911,Drink Led,Bar,RETURNABLE_BOTTLE_PIEDBOEUF_PIEDBOEUF FONCEE,PIEDBOEUF,PIEDBOEUF FONCEE,BOTTLE,0.43,Flemish Brabant,2.56,0,1,0,1
21207,430.5,Drink Led,Bar,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,2.0,Flemish Brabant,3.57,0,1,0,1
21208,417.21518987341767,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,36.1,Flemish Brabant,48.95,0,1,0,1
21209,261.34,Drink Led,Bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,2934.24,Flemish Brabant,4324.57,0,1,0,1
21246,370.86497890295357,Food Led,Hybrid,OW_BOTTLE_GINETTE_GINETTE BLONDE,GINETTE,GINETTE BLONDE,BOTTLE,16.08,East Flanders,30.75,0,1,0,0
21247,301.2027491408935,Food Led,Hybrid,OW_CAN_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,CAN,88.98,East Flanders,320.35,0,1,0,0
21248,461.0586881472957,Food Led,Hybrid,OW_CAN_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,CAN,36.52,East Flanders,153.88,0,1,0,0
21249,453.5,Food Led,Hybrid,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,18.24,East Flanders,143.94,0,1,0,1
21250,302.80952380952385,Food Led,Hybrid,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,10.64,East Flanders,58.56,0,1,0,1
21251,347.0,Food Led,Hybrid,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.24,East Flanders,39.32,0,1,0,1
21252,377.3417721518988,Food Led,Hybrid,RETURNABLE_BOTTLE_KWAK_KWAK,KWAK,KWAK,BOTTLE,9.84,East Flanders,26.28,0,1,0,1
21253,389.11392405063293,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,7.95,East Flanders,46.38,0,1,0,1
21254,389.21237693389594,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,23.85,East Flanders,124.54,0,1,0,1
21255,488.2667964946445,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE ROYALE CASCADE IPA,LEFFE,LEFFE ROYALE CASCADE IPA,BOTTLE,34.45,East Flanders,224.99,0,1,0,1
21256,388.1012658227848,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,9.32,East Flanders,34.99,0,1,0,1
21257,285.0,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,1.63,East Flanders,48.5,0,1,0,1
21258,417.1044303797469,Food Led,Hybrid,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,52.49,East Flanders,172.01,0,1,0,1
21259,386.38661417322834,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,407.24,East Flanders,2267.95,0,1,0,1
21260,384.85999999999996,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,KEG,84.15,East Flanders,496.8,0,1,0,1
21261,267.9989010989011,Food Led,Hybrid,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,656.69,East Flanders,4083.71,0,1,0,1
21262,366.35,Institutional,Institutional,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,28.06,Brussels Capital Region,148.77,0,0,0,1
21263,255.1829568788501,Institutional,Institutional,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,2342.65,Brussels Capital Region,7480.18,0,0,0,1
21275,354.70588235294116,Drink Led,Beer bar,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,5.78,Brussels Capital Region,0.0,0,0,0,0
21276,304.43037974683546,Drink Led,Beer bar,OW_BOTTLE_GINETTE_ GINETTE LAGER,GINETTE, GINETTE LAGER,BOTTLE,5.37,Brussels Capital Region,0.0,0,0,0,0
21277,425.56962025316454,Drink Led,Beer bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,11.86,Brussels Capital Region,0.28,0,0,0,1
21278,349.6666666666667,Drink Led,Beer bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,1.28,Brussels Capital Region,0.07,0,0,0,1
21279,302.8333333333333,Drink Led,Beer bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,9.16,Brussels Capital Region,4.03,0,0,0,1
21280,347.0,Drink Led,Beer bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.24,Brussels Capital Region,9.04,0,0,0,1
21281,294.1594202898551,Drink Led,Beer bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,35.15,Brussels Capital Region,47.16,0,0,0,1
21282,389.11392405063293,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,15.9,Brussels Capital Region,14.6,0,0,0,1
21283,389.1139240506329,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,10.6,Brussels Capital Region,6.2,0,0,0,1
21284,388.10126582278485,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,6.99,Brussels Capital Region,0.0,0,0,0,1
21285,380.0,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,1.22,Brussels Capital Region,0.0,0,0,0,1
21286,350.3148148148148,Drink Led,Beer bar,RETURNABLE_BOTTLE_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,BOTTLE,7.23,Brussels Capital Region,25.46,0,0,0,1
21287,285.8333333333333,Drink Led,Beer bar,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,1.52,Brussels Capital Region,3.49,0,0,0,1
21288,416.16161616161617,Drink Led,Beer bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,16.43,Brussels Capital Region,0.0,0,0,0,1
21289,254.28,Drink Led,Beer bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,625.34,Brussels Capital Region,798.54,0,0,0,1
21290,311.5454545454545,Drink Led,Beer bar,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,35.27,Brussels Capital Region,67.55,0,0,0,1
21291,267.9666666666667,Drink Led,Beer bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,57.73,Brussels Capital Region,2.1,0,0,0,1
21309,370.75949367088606,Drink Led,Bar,OW_BOTTLE_GINETTE_GINETTE BLANCHE,GINETTE,GINETTE BLANCHE,BOTTLE,2.68,Brussels Capital Region,0.0,0,0,0,0
21310,370.7594936708861,Drink Led,Bar,OW_BOTTLE_GINETTE_GINETTE BLONDE,GINETTE,GINETTE BLONDE,BOTTLE,8.04,Brussels Capital Region,2.66,0,0,0,0
21311,449.36708860759495,Drink Led,Bar,OW_BOTTLE_GINETTE_GINETTE TRIPEL,GINETTE,GINETTE TRIPEL,BOTTLE,19.92,Brussels Capital Region,3.22,0,0,0,0
21312,453.3333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,6.1,Brussels Capital Region,0.0,0,0,0,1
21313,449.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE KRIEK CLASSIQUE,BELLE VUE,BELLE VUE KRIEK CLASSIQUE,BOTTLE,7.6,Brussels Capital Region,0.0,0,0,0,1
21314,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,24.46,Brussels Capital Region,0.0,0,0,0,1
21315,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,15.22,Brussels Capital Region,0.0,0,0,0,1
21316,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,6.2,Brussels Capital Region,6.15,0,0,0,1
21317,294.1666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,407.95,Brussels Capital Region,31.44,0,0,0,1
21318,290.9148264984227,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,BOTTLE,10.61,Brussels Capital Region,0.0,0,0,0,1
21319,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,53.0,Brussels Capital Region,8.42,0,0,0,1
21320,389.11392405063293,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,63.6,Brussels Capital Region,8.42,0,0,0,1
21321,388.1012658227848,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,11.65,Brussels Capital Region,0.0,0,0,0,1
21322,380.0,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,3.67,Brussels Capital Region,4.44,0,0,0,1
21323,430.5,Drink Led,Bar,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,2.0,Brussels Capital Region,0.0,0,0,0,1
21324,285.80555555555554,Drink Led,Bar,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,9.16,Brussels Capital Region,0.0,0,0,0,1
21325,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,19.68,Brussels Capital Region,8.43,0,0,0,1
21326,254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,2874.2,Brussels Capital Region,310.81,0,0,0,1
21327,267.96666666666664,Drink Led,Bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,64.94,Brussels Capital Region,0.0,0,0,0,1
21328,428.3137254901961,Food Led,Hybrid,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,28.92,Brussels Capital Region,0.0,0,0,0,0
